1  1.00e-03  0.3490328032 62460.331999999995 0.94699999999999999998
1  1.05e-03  0.3490328001 62460.331999999995 0.94699999999999999998
1  1.10e-03  0.3490328013 62460.331999999995 0.94699999999999999998
1  1.15e-03  0.3490328002 62460.331999999995 0.94699999999999999998
1  1.20e-03  0.3490327987 62460.331999999995 0.94699999999999999998
1  1.26e-03  0.3490328035 62460.331999999995 0.94699999999999999998
1  1.32e-03  0.3490328017 62460.331999999995 0.94699999999999999998
1  1.38e-03  0.349032802 62460.331999999995 0.94699999999999999998
1  1.45e-03  0.3490328022 62460.331999999995 0.94699999999999999998
1  1.51e-03  0.3490328023 62460.331999999995 0.94699999999999999998
1  1.58e-03  0.3490327988 62460.331999999995 0.94699999999999999998
1  1.66e-03  0.3490328041 62460.331999999995 0.94699999999999999998
1  1.74e-03  0.3490328055 62460.331999999995 0.94699999999999999998
1  1.82e-03  0.349032804 62460.331999999995 0.94699999999999999998
1  1.91e-03  0.3490328031 62460.331999999995 0.94699999999999999998
1  2.00e-03  0.3490328018 62460.331999999995 0.94699999999999999998
1  2.09e-03  0.3490328029 62460.331999999995 0.94699999999999999998
1  2.19e-03  0.3490328027 62460.331999999995 0.94699999999999999998
1  2.29e-03  0.3490328003 62460.331999999995 0.94699999999999999998
1  2.40e-03  0.3490328003 62460.331999999995 0.94699999999999999998
1  2.51e-03  0.3490328048 62460.331999999995 0.94699999999999999998
1  2.63e-03  0.3490328025 62460.331999999995 0.94699999999999999998
1  2.75e-03  0.3490328027 62460.331999999995 0.94699999999999999998
1  2.88e-03  0.3490328033 62460.331999999995 0.94699999999999999998
1  3.02e-03  0.3490328024 62460.331999999995 0.94699999999999999998
1  3.16e-03  0.3490328028 62460.331999999995 0.94699999999999999998
1  3.31e-03  0.3490328031 62460.331999999995 0.94699999999999999998
1  3.47e-03  0.3490328033 62460.331999999995 0.94699999999999999998
1  3.63e-03  0.3490328025 62460.331999999995 0.94699999999999999998
1  3.80e-03  0.3490328045 62460.331999999995 0.94699999999999999998
1  3.98e-03  0.349032801 62460.331999999995 0.94699999999999999998
1  4.17e-03  0.349032802 62460.331999999995 0.94699999999999999998
1  4.37e-03  0.3490328 62460.331999999995 0.94699999999999999998
1  4.57e-03  0.3490328004 62460.331999999995 0.94699999999999999998
1  4.79e-03  0.3490328035 62460.331999999995 0.94699999999999999998
1  5.01e-03  0.3490327992 62460.331999999995 0.94699999999999999998
1  5.25e-03  0.3490328021 62460.331999999995 0.94699999999999999998
1  5.50e-03  0.3490327961 62460.331999999995 0.94699999999999999998
1  5.75e-03  0.3490328034 62460.331999999995 0.94699999999999999998
1  6.03e-03  0.3490328018 62460.331999999995 0.94699999999999999998
1  6.31e-03  0.3490328026 62460.331999999995 0.94699999999999999998
1  6.61e-03  0.3490328025 62460.331999999995 0.94699999999999999998
1  6.92e-03  0.3490328024 62460.331999999995 0.94699999999999999998
1  7.24e-03  0.3490328024 62460.331999999995 0.94699999999999999998
1  7.59e-03  0.3490327993 62460.331999999995 0.94699999999999999998
1  7.94e-03  0.3490328027 62460.331999999995 0.94699999999999999998
1  8.32e-03  0.3490328023 62460.331999999995 0.94699999999999999998
1  8.71e-03  0.3490327991 62460.331999999995 0.94699999999999999998
1  9.12e-03  0.3490328015 62460.331999999995 0.94699999999999999998
1  9.55e-03  0.3490328023 62460.331999999995 0.94699999999999999998
1  1.00e-02  0.3490327984 62460.331999999995 0.94699999999999999998
1  1.05e-02  0.3490327976 62460.331999999995 0.94699999999999999998
1  1.10e-02  0.3490328031 62460.331999999995 0.94699999999999999998
1  1.15e-02  0.3490327988 62460.331999999995 0.94699999999999999998
1  1.20e-02  0.3490327979 62460.331999999995 0.94699999999999999998
1  1.26e-02  0.3490327975 62460.331999999995 0.94699999999999999998
1  1.32e-02  0.3490327988 62460.331999999995 0.94699999999999999998
1  1.38e-02  0.3490327967 62460.331999999995 0.94699999999999999998
1  1.45e-02  0.349032798 62460.331999999995 0.94699999999999999998
1  1.51e-02  0.3490328005 62460.331999999995 0.94699999999999999998
1  1.58e-02  0.3490327936 62460.331999999995 0.94699999999999999998
1  1.66e-02  0.3490327935 62460.331999999995 0.94699999999999999998
1  1.74e-02  0.3490328024 62460.331999999995 0.94699999999999999998
1  1.82e-02  0.3490327919 62460.331999999995 0.94699999999999999998
1  1.91e-02  0.3490327997 62460.331999999995 0.94699999999999999998
1  2.00e-02  0.3490327848 62460.331999999995 0.94699999999999999998
1  2.09e-02  0.349032792 62460.331999999995 0.94699999999999999998
1  2.19e-02  0.3490327909 62460.331999999995 0.94699999999999999998
1  2.29e-02  0.349032796 62460.331999999995 0.94699999999999999998
1  2.40e-02  0.3490328117 62460.331999999995 0.94699999999999999998
1  2.51e-02  0.3490327608 62460.331999999995 0.94699999999999999998
1  2.63e-02  0.3490327716 62460.331999999995 0.94699999999999999998
1  2.75e-02  0.349032758 62460.331999999995 0.94699999999999999998
1  2.88e-02  0.3490327413 62460.331999999995 0.94699999999999999998
1  3.02e-02  0.3490327916 62460.331999999995 0.94699999999999999998
1  3.16e-02  0.3490327815 62460.331999999995 0.94699999999999999998
1  3.31e-02  0.3490327922 62460.331999999995 0.94699999999999999998
1  3.47e-02  0.3490327716 62460.331999999995 0.94699999999999999998
1  3.63e-02  0.3490327863 62460.331999999995 0.94699999999999999998
1  3.80e-02  0.34903278 62460.331999999995 0.94699999999999999998
1  3.98e-02  0.3490327958 62460.331999999995 0.94699999999999999998
1  4.17e-02  0.3490327741 62460.331999999995 0.94699999999999999998
1  4.37e-02  0.3490327664 62460.331999999995 0.94699999999999999998
1  4.57e-02  0.3490327696 62460.331999999995 0.94699999999999999998
1  4.79e-02  0.3490327993 62460.331999999995 0.94699999999999999998
1  5.01e-02  0.3490328124 62460.331999999995 0.94699999999999999998
1  5.25e-02  0.3490327668 62460.331999999995 0.94699999999999999998
1  5.50e-02  0.349032774 62460.331999999995 0.94699999999999999998
1  5.75e-02  0.3490327503 62460.331999999995 0.94699999999999999998
1  6.03e-02  0.349032764 62460.331999999995 0.94699999999999999998
1  6.31e-02  0.3490327712 62460.331999999995 0.94699999999999999998
1  6.61e-02  0.3490327718 62460.331999999995 0.94699999999999999998
1  6.92e-02  0.3490327375 62460.331999999995 0.94699999999999999998
1  7.24e-02  0.3490327723 62460.331999999995 0.94699999999999999998
1  7.59e-02  0.349032212 62460.331999999995 0.94699999999999999998
1  7.94e-02  0.3490327776 62460.331999999995 0.94699999999999999998
1  8.32e-02  0.349032098 62460.331999999995 0.94699999999999999998
1  8.71e-02  0.3490323548 62460.331999999995 0.94699999999999999998
1  9.12e-02  0.3490327607 62460.331999999995 0.94699999999999999998
1  9.55e-02  0.3490324386 62460.331999999995 0.94699999999999999998
1  1.00e-01  0.3490325659 62460.331999999995 0.94699999999999999998
1  1.05e-01  0.3490327524 62460.331999999995 0.94699999999999999998
1  1.10e-01  0.3490327608 62460.331999999995 0.94699999999999999998
1  1.15e-01  0.3490327063 62460.331999999995 0.94699999999999999998
1  1.20e-01  0.3490327166 62460.331999999995 0.94699999999999999998
1  1.26e-01  0.3490327823 62460.331999999995 0.94699999999999999998
1  1.32e-01  0.3490327313 62460.331999999995 0.94699999999999999998
1  1.38e-01  0.3490330736 62460.331999999995 0.94699999999999999998
1  1.45e-01  0.3490327117 62460.331999999995 0.94699999999999999998
1  1.51e-01  0.3490327012 62460.331999999995 0.94699999999999999998
1  1.58e-01  0.3490327168 62460.331999999995 0.94699999999999999998
1  1.66e-01  0.3490327412 62460.331999999995 0.94699999999999999998
1  1.74e-01  0.3490326998 62460.331999999995 0.94699999999999999998
1  1.82e-01  0.3490326978 62460.331999999995 0.94699999999999999998
1  1.91e-01  0.3490327328 62460.331999999995 0.94699999999999999998
1  2.00e-01  0.3490327536 62460.331999999995 0.94699999999999999998
1  2.09e-01  0.3490327033 62460.331999999995 0.94699999999999999998
1  2.19e-01  0.3490326644 62460.331999999995 0.94699999999999999998
1  2.29e-01  0.3490327613 62460.331999999995 0.94699999999999999998
1  2.40e-01  0.3490327565 62460.331999999995 0.94699999999999999998
1  2.51e-01  0.3490326672 62460.331999999995 0.94699999999999999998
1  2.63e-01  0.3490326821 62460.331999999995 0.94699999999999999998
1  2.75e-01  0.3490326254 62460.331999999995 0.94699999999999999998
1  2.88e-01  0.3490326786 62460.331999999995 0.94699999999999999998
1  3.02e-01  0.3490327606 62460.331999999995 0.94699999999999999998
1  3.16e-01  0.3490326399 62460.331999999995 0.94699999999999999998
1  3.31e-01  0.3490326627 62460.331999999995 0.94699999999999999998
1  3.47e-01  0.3490327338 62460.331999999995 0.94699999999999999998
1  3.63e-01  0.3490324751 62460.331999999995 0.94699999999999999998
1  3.80e-01  0.3490322281 62460.331999999995 0.94699999999999999998
1  3.98e-01  0.3490326991 62460.331999999995 0.94699999999999999998
1  4.17e-01  0.3490326085 62460.331999999995 0.94699999999999999998
