1  1.00e-03  0.4476265482  1.401211e-01 0.91599999999999999999
1  1.05e-03  0.4476265482  1.401211e-01 0.91599999999999999999
1  1.10e-03  0.4476265439  1.401211e-01 0.91599999999999999999
1  1.15e-03  0.4476265424  1.401211e-01 0.91599999999999999999
1  1.20e-03  0.4476265466  1.401211e-01 0.91599999999999999999
1  1.26e-03  0.4476265438  1.401211e-01 0.91599999999999999999
1  1.32e-03  0.4476265512  1.401211e-01 0.91599999999999999999
1  1.38e-03  0.4476265491  1.401211e-01 0.91599999999999999999
1  1.45e-03  0.4476265447  1.401211e-01 0.91599999999999999999
1  1.51e-03  0.4476265496  1.401211e-01 0.91599999999999999999
1  1.58e-03  0.4476265506  1.401211e-01 0.91599999999999999999
1  1.66e-03  0.4476265486  1.401211e-01 0.91599999999999999999
1  1.74e-03  0.447626547  1.401211e-01 0.91599999999999999999
1  1.82e-03  0.4476265463  1.401211e-01 0.91599999999999999999
1  1.91e-03  0.4476265487  1.401211e-01 0.91599999999999999999
1  2.00e-03  0.4476265475  1.401211e-01 0.91599999999999999999
1  2.09e-03  0.4476265413  1.401211e-01 0.91599999999999999999
1  2.19e-03  0.4476265414  1.401211e-01 0.91599999999999999999
1  2.29e-03  0.4476265444  1.401211e-01 0.91599999999999999999
1  2.40e-03  0.4476265437  1.401211e-01 0.91599999999999999999
1  2.51e-03  0.4476265465  1.401211e-01 0.91599999999999999999
1  2.63e-03  0.447626544  1.401211e-01 0.91599999999999999999
1  2.75e-03  0.4476265454  1.401211e-01 0.91599999999999999999
1  2.88e-03  0.4476265484  1.401211e-01 0.91599999999999999999
1  3.02e-03  0.4476265462  1.401211e-01 0.91599999999999999999
1  3.16e-03  0.447626548  1.401211e-01 0.91599999999999999999
1  3.31e-03  0.4476265503  1.401211e-01 0.91599999999999999999
1  3.47e-03  0.4476265491  1.401211e-01 0.91599999999999999999
1  3.63e-03  0.4476265498  1.401211e-01 0.91599999999999999999
1  3.80e-03  0.447626552  1.401211e-01 0.91599999999999999999
1  3.98e-03  0.447626548  1.401211e-01 0.91599999999999999999
1  4.17e-03  0.4476265473  1.401211e-01 0.91599999999999999999
1  4.37e-03  0.4476265461  1.401211e-01 0.91599999999999999999
1  4.57e-03  0.447626543  1.401211e-01 0.91599999999999999999
1  4.79e-03  0.4476265483  1.401211e-01 0.91599999999999999999
1  5.01e-03  0.447626544  1.401211e-01 0.91599999999999999999
1  5.25e-03  0.4476265411  1.401211e-01 0.91599999999999999999
1  5.50e-03  0.4476265426  1.401211e-01 0.91599999999999999999
1  5.75e-03  0.447626519  1.401211e-01 0.91599999999999999999
1  6.03e-03  0.4476265408  1.401211e-01 0.91599999999999999999
1  6.31e-03  0.4476265447  1.401211e-01 0.91599999999999999999
1  6.61e-03  0.4476265429  1.401211e-01 0.91599999999999999999
1  6.92e-03  0.4476265471  1.401211e-01 0.91599999999999999999
1  7.24e-03  0.4476265486  1.401211e-01 0.91599999999999999999
1  7.59e-03  0.4476265395  1.401211e-01 0.91599999999999999999
1  7.94e-03  0.4476265473  1.401211e-01 0.91599999999999999999
1  8.32e-03  0.4476265374  1.401211e-01 0.91599999999999999999
1  8.71e-03  0.4476265335  1.401211e-01 0.91599999999999999999
1  9.12e-03  0.4476265421  1.401211e-01 0.91599999999999999999
1  9.55e-03  0.447626543  1.401211e-01 0.91599999999999999999
1  1.00e-02  0.4476265302  1.401211e-01 0.91599999999999999999
1  1.05e-02  0.4476265335  1.401211e-01 0.91599999999999999999
1  1.10e-02  0.4476265395  1.401211e-01 0.91599999999999999999
1  1.15e-02  0.4476265333  1.401211e-01 0.91599999999999999999
1  1.20e-02  0.4476265265  1.401211e-01 0.91599999999999999999
1  1.26e-02  0.4476265294  1.401211e-01 0.91599999999999999999
1  1.32e-02  0.4476265404  1.401211e-01 0.91599999999999999999
1  1.38e-02  0.4476265318  1.401211e-01 0.91599999999999999999
1  1.45e-02  0.4476251746  1.401211e-01 0.91599999999999999999
1  1.51e-02  0.4476265414  1.401211e-01 0.91599999999999999999
1  1.58e-02  0.4476265303  1.401211e-01 0.91599999999999999999
1  1.66e-02  0.4476265179  1.401211e-01 0.91599999999999999999
1  1.74e-02  0.4476265415  1.401211e-01 0.91599999999999999999
1  1.82e-02  0.4476265223  1.401211e-01 0.91599999999999999999
1  1.91e-02  0.4476265407  1.401211e-01 0.91599999999999999999
1  2.00e-02  0.4476265274  1.401211e-01 0.91599999999999999999
1  2.09e-02  0.4476265249  1.401211e-01 0.91599999999999999999
