1.00e-03  0.5477392311
1.05e-03  0.5477392308
1.09e-03  0.5477392331
1.14e-03  0.547739231
1.19e-03  0.5477392326
1.25e-03  0.5477392379
1.30e-03  0.5477392337
1.36e-03  0.5477392364
1.43e-03  0.5477392225
1.49e-03  0.5477392181
1.56e-03  0.5477392381
1.63e-03  0.5477392262
1.70e-03  0.5477392224
1.78e-03  0.5477392333
1.86e-03  0.5477392295
1.94e-03  0.5477392345
2.03e-03  0.5477392191
2.12e-03  0.5477392226
2.22e-03  0.5477392317
2.32e-03  0.5477392349
2.42e-03  0.5477392301
2.53e-03  0.547739183
2.65e-03  0.5477392301
2.77e-03  0.5477392335
2.89e-03  0.5477391679
3.03e-03  0.5477392238
3.16e-03  0.5477392252
3.31e-03  0.547739234
3.46e-03  0.5477392237
3.61e-03  0.5477392352
3.78e-03  0.547739223
3.95e-03  0.5477392236
4.12e-03  0.5477392215
4.31e-03  0.5477392327
4.51e-03  0.5477392276
4.71e-03  0.5477392253
4.92e-03  0.5477392214
5.15e-03  0.5477392437
5.38e-03  0.5477392408
5.62e-03  0.5477392261
5.88e-03  0.5477392076
6.14e-03  0.5477392402
6.42e-03  0.5477392289
6.71e-03  0.5477392206
7.02e-03  0.5477392417
7.33e-03  0.5477392355
7.67e-03  0.5477392272
8.01e-03  0.54773924
8.38e-03  0.5477392264
8.76e-03  0.5477392225
9.15e-03  0.5477392549
9.57e-03  0.5477392395
1.00e-02  0.547739239
1.05e-02  0.54773925
1.09e-02  0.5477392183
1.14e-02  0.5477392245
1.19e-02  0.5477392216
1.25e-02  0.5477392502
1.30e-02  0.5477392823
1.36e-02  0.5477392022
1.43e-02  0.5477392266
1.49e-02  0.5477392561
1.56e-02  0.5477392317
1.63e-02  0.5477392066
1.70e-02  0.5477392854
1.78e-02  0.5477392628
1.86e-02  0.5477391693
1.94e-02  0.5477391707
2.03e-02  0.5477392543
2.12e-02  0.5477391975
2.22e-02  0.5477392009
2.32e-02  0.5477394263
2.42e-02  0.5477392402
2.53e-02  0.547739349
2.65e-02  0.547739293
2.77e-02  0.5477393616
2.89e-02  0.5477391778
3.03e-02  0.5477393775
3.16e-02  0.5477390052
3.31e-02  0.5477391877
3.46e-02  0.5477393822
3.61e-02  0.54774276
3.78e-02  0.5477393157
3.95e-02  0.5478710497
4.12e-02  0.5477411905
4.31e-02  0.5477396049
4.51e-02  0.5477401955
4.71e-02  0.5477393891
4.92e-02  0.5477392619
5.15e-02  0.5477394129
5.38e-02  0.5477489642
5.62e-02  0.5477392588
5.88e-02  0.5477393932
6.14e-02  0.5477394305
6.42e-02  0.5477394014
6.71e-02  0.5477398141
7.02e-02  0.5477392696
7.33e-02  0.547739404
7.67e-02  0.5477394982
8.01e-02  0.5477392651
8.38e-02  0.5477391294
8.76e-02  0.5477393692
9.15e-02  0.5477392977
9.57e-02  0.5477392366
1.00e-01  0.5477393249
1.05e-01  0.5477394552
1.09e-01  0.5477392076
1.14e-01  0.5477386183
1.19e-01  0.5477396763
1.25e-01  0.5477394006
1.30e-01  0.5477392249
1.36e-01  0.5477398368
1.43e-01  0.5477396962
1.49e-01  0.5477396205
1.56e-01  0.5477394185
1.63e-01  0.5477389159
1.70e-01  0.5477393652
1.78e-01  0.5477394356
1.86e-01  0.5477390101
1.94e-01  0.5477392755
2.03e-01  0.5477386843
2.12e-01  0.5477389082
2.22e-01  0.5477398857
2.32e-01  0.5477393627
2.42e-01  0.5477395964
2.53e-01  0.5477384537
2.65e-01  0.5477390971
2.77e-01  0.5477394115
2.89e-01  0.5477376486
3.03e-01  0.5477385862
3.16e-01  0.5477399136
3.31e-01  0.5477381717
3.46e-01  0.5477391616
3.61e-01  0.5477394031
3.78e-01  0.5477387472
3.95e-01  0.5477379712
4.12e-01  0.5477380572
4.31e-01  0.5477383275
4.51e-01  0.54773837
4.71e-01  0.5477391395
4.92e-01  0.5477393336
5.15e-01  0.5477379256
5.38e-01  0.5477396811
5.62e-01  0.5477391642
5.88e-01  0.5477376603
6.14e-01  0.5477384754
6.42e-01  0.5477398555
6.71e-01  0.5477388255
7.02e-01  0.5477371821
7.33e-01  0.547734718
7.67e-01  0.5477393475
8.01e-01  0.5477363121
8.38e-01  0.5477274338
8.76e-01  0.5477395073
9.15e-01  0.5477389605
9.57e-01  0.5477386545
1.00e+00  0.5477355796
1.05e+00  0.547736583
1.09e+00  0.5477385939
1.14e+00  0.5477349916
1.19e+00  0.5477363171
1.25e+00  0.5477350187
1.30e+00  0.547732187
1.36e+00  0.5477355897
1.43e+00  0.5477392138
1.49e+00  0.5477378692
1.56e+00  0.5477348376
1.63e+00  0.5477327812
1.70e+00  0.5477330551
1.78e+00  0.5477393251
1.86e+00  0.5477733796
1.94e+00  0.547736951
2.03e+00  0.5477313396
2.12e+00  0.5477393563
